customer_id,ticket_id,ticket_category,ticket_text,priority,created_at,sentiment_score,sentiment_label
107,629431,Account,How do I reset the password for a sub-user?,Low,24/04/2025,0.0,Neutral
107,658116,Account,"Major regression found in the latest deployment, reporting is broken.",High,11/02/2025,-0.4767,Negative
107,197439,Account,Higher ROI than the previous vendor we used. Great value.,Low,29/04/2025,0.7579,Positive
107,434721,Account,Super fast load times even with our massive database.,Low,16/05/2025,0.5994,Positive
108,169753,Account,Really appreciate the proactive check-in from our Success Manager.,Low,05/04/2025,0.8676,Positive
108,209188,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,02/04/2025,-0.75,Negative
109,561342,Account,"Major regression found in the latest deployment, reporting is broken.",High,24/04/2025,-0.4767,Negative
109,755061,Account,Higher ROI than the previous vendor we used. Great value.,Low,08/01/2025,0.7579,Positive
109,938054,Technical,Best-in-class API documentation. We got up and running in a day.,Low,10/04/2025,0.75,Positive
110,396888,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,28/03/2025,-0.4118,Negative
110,864379,Account,The mobile app is crashing on startup after the iOS update.,Low,20/04/2025,-0.75,Negative
110,427920,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,22/04/2025,-0.4576,Negative
110,808993,Account,The custom reporting tool is a game changer for our QBRs.,Low,27/02/2025,0.75,Positive
110,987672,Account,The dashboard is beautiful and very intuitive for our executives.,Low,26/01/2025,0.5994,Positive
110,742565,Account,The new automated workflow saved our team 10 hours this week!,Low,29/04/2025,0.4753,Positive
111,689468,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,01/05/2025,-0.75,Negative
112,670093,Account,Where can I find the invoice for March 2025?,Low,05/05/2025,0.0,Neutral
113,741479,Account,The custom reporting tool is a game changer for our QBRs.,Low,05/03/2025,0.75,Positive
113,170104,Account,Where can I find the invoice for March 2025?,Low,08/02/2025,0.0,Neutral
113,562540,Account,Higher ROI than the previous vendor we used. Great value.,Low,12/04/2025,0.7579,Positive
114,953304,Account,Super fast load times even with our massive database.,Low,31/05/2025,0.5994,Positive
114,626233,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,06/02/2025,-0.4576,Negative
115,699582,Account,Security audit failed due to your outdated SSO implementation.,Low,07/02/2025,-0.2263,Negative
116,694518,Account,Incredible response time from the technical support team.,Low,22/02/2025,0.4019,Positive
116,845835,Account,Where can I find the invoice for March 2025?,Low,06/04/2025,0.0,Neutral
116,577689,Account,Higher ROI than the previous vendor we used. Great value.,Low,12/05/2025,0.7579,Positive
116,634210,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,16/05/2025,-0.4576,Negative
116,501811,Account,Our procurement department is questioning the ROI of this contract.,Low,03/02/2025,-0.1027,Negative
116,105532,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,01/01/2025,-0.75,Negative
116,674518,Account,Security audit failed due to your outdated SSO implementation.,Low,18/01/2025,-0.2263,Negative
117,103741,Account,Does the current plan support multi-factor authentication?,Low,13/02/2025,0.0,Neutral
117,494755,Account,Higher ROI than the previous vendor we used. Great value.,Low,26/03/2025,0.7579,Positive
118,584676,Account,Where can I find the invoice for March 2025?,Low,15/02/2025,0.0,Neutral
118,984552,Account,The mobile app is crashing on startup after the iOS update.,Low,20/01/2025,-0.75,Negative
118,672477,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,01/05/2025,-0.75,Negative
119,687574,Account,Our procurement department is questioning the ROI of this contract.,Low,25/02/2025,-0.1027,Negative
119,840921,Technical,Best-in-class API documentation. We got up and running in a day.,Low,23/05/2025,0.75,Positive
119,918382,Technical,Integration with Slack was seamless. Love the notifications.,Low,21/03/2025,0.6369,Positive
119,874097,Account,Requesting a copy of the latest SOC2 Type II report.,Low,09/01/2025,0.0,Neutral
120,164492,Account,Higher ROI than the previous vendor we used. Great value.,Low,24/01/2025,0.7579,Positive
121,128160,Account,Incredible response time from the technical support team.,Low,11/03/2025,0.4019,Positive
121,723820,Account,"Major regression found in the latest deployment, reporting is broken.",High,01/03/2025,-0.4767,Negative
121,449085,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,21/02/2025,-0.75,Negative
121,741328,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,14/05/2025,-0.75,Negative
121,810901,Account,Really appreciate the proactive check-in from our Success Manager.,Low,16/02/2025,0.8676,Positive
122,496131,Account,The custom reporting tool is a game changer for our QBRs.,Low,17/03/2025,0.75,Positive
122,134094,Account,Really appreciate the proactive check-in from our Success Manager.,Low,03/03/2025,0.8676,Positive
123,128274,Account,Updating our billing address who should I send this to?,Low,17/04/2025,0.0,Neutral
123,886347,Technical,Integration with Slack was seamless. Love the notifications.,Low,16/02/2025,0.6369,Positive
123,509150,Account,"Major regression found in the latest deployment, reporting is broken.",High,26/03/2025,-0.4767,Negative
124,656984,Technical,Integration with Slack was seamless. Love the notifications.,Low,08/01/2025,0.6369,Positive
124,969250,Account,Really appreciate the proactive check-in from our Success Manager.,Low,21/03/2025,0.8676,Positive
125,108612,Account,Higher ROI than the previous vendor we used. Great value.,Low,01/03/2025,0.7579,Positive
125,901414,Account,How do I reset the password for a sub-user?,Low,21/01/2025,0.0,Neutral
125,323832,Technical,Integration with Slack was seamless. Love the notifications.,Low,07/03/2025,0.6369,Positive
126,142613,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,10/04/2025,-0.4576,Negative
126,830544,Account,The custom reporting tool is a game changer for our QBRs.,Low,28/04/2025,0.75,Positive
126,535695,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,16/05/2025,-0.4118,Negative
126,425338,Technical,API documentation is inconsistent with the actual endpoints.,Low,07/03/2025,-0.75,Negative
126,237812,Technical,Best-in-class API documentation. We got up and running in a day.,Low,28/02/2025,0.75,Positive
126,777158,Account,Higher ROI than the previous vendor we used. Great value.,Low,24/01/2025,0.7579,Positive
126,762758,Account,"Major regression found in the latest deployment, reporting is broken.",High,24/03/2025,-0.4767,Negative
127,264812,Account,Quick question about the upcoming webinar schedule.,Low,18/01/2025,0.0,Neutral
127,582934,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,29/05/2025,-0.4118,Negative
127,537514,Account,Requesting a copy of the latest SOC2 Type II report.,Low,28/02/2025,0.0,Neutral
128,375081,Account,Really appreciate the proactive check-in from our Success Manager.,Low,15/01/2025,0.8676,Positive
128,574281,Account,The new automated workflow saved our team 10 hours this week!,Low,01/03/2025,0.4753,Positive
129,607578,Account,"Major regression found in the latest deployment, reporting is broken.",High,13/04/2025,-0.4767,Negative
129,333515,Account,The latest feature release is exactly what we were looking for.,Low,06/01/2025,0.75,Positive
130,841920,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,26/05/2025,-0.4118,Negative
130,337456,Account,The latest feature release is exactly what we were looking for.,Low,07/05/2025,0.75,Positive
131,199020,Account,The new automated workflow saved our team 10 hours this week!,Low,27/04/2025,0.4753,Positive
131,288263,Account,Super fast load times even with our massive database.,Low,18/01/2025,0.5994,Positive
131,522660,Account,Our procurement department is questioning the ROI of this contract.,Low,24/04/2025,-0.1027,Negative
131,208975,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,30/04/2025,-0.4576,Negative
132,718654,Account,Incredible response time from the technical support team.,Low,31/01/2025,0.4019,Positive
132,650553,Technical,Is there a limit on the number of API calls per minute?,Low,09/05/2025,0.0,Neutral
132,869620,Account,"Major regression found in the latest deployment, reporting is broken.",High,25/02/2025,-0.4767,Negative
132,711633,Account,Quick question about the upcoming webinar schedule.,Low,22/05/2025,0.0,Neutral
133,491159,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,06/04/2025,-0.4118,Negative
133,306412,Account,The new automated workflow saved our team 10 hours this week!,Low,27/01/2025,0.4753,Positive
133,379201,Account,Can you provide the IP range for whitelisting?,Low,17/04/2025,0.0,Neutral
133,672719,Account,The mobile app is crashing on startup after the iOS update.,Low,19/01/2025,-0.75,Negative
134,724881,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,23/05/2025,-0.4118,Negative
134,736136,Account,Really appreciate the proactive check-in from our Success Manager.,Low,14/01/2025,0.8676,Positive
134,987868,Account,The latest feature release is exactly what we were looking for.,Low,18/02/2025,0.75,Positive
134,116807,Account,Quick question about the upcoming webinar schedule.,Low,13/03/2025,0.0,Neutral
135,767057,Technical,Integration with Slack was seamless. Love the notifications.,Low,31/05/2025,0.6369,Positive
135,994227,Account,The dashboard is beautiful and very intuitive for our executives.,Low,25/03/2025,0.5994,Positive
135,605660,Technical,Best-in-class API documentation. We got up and running in a day.,Low,23/03/2025,0.75,Positive
136,329522,Account,Super fast load times even with our massive database.,Low,27/05/2025,0.5994,Positive
136,428401,Account,Updating our billing address who should I send this to?,Low,11/03/2025,0.0,Neutral
136,891300,Account,Where can I find the invoice for March 2025?,Low,23/02/2025,0.0,Neutral
137,958957,Technical,Best-in-class API documentation. We got up and running in a day.,Low,01/02/2025,0.75,Positive
137,846878,Account,Super fast load times even with our massive database.,Low,09/05/2025,0.5994,Positive
137,208912,Account,Higher ROI than the previous vendor we used. Great value.,Low,15/03/2025,0.7579,Positive
137,837995,Account,The latest feature release is exactly what we were looking for.,Low,28/01/2025,0.75,Positive
138,554287,Account,How do I reset the password for a sub-user?,Low,18/03/2025,0.0,Neutral
138,610029,Technical,Integration with Slack was seamless. Love the notifications.,Low,11/01/2025,0.6369,Positive
138,543419,Account,The latest feature release is exactly what we were looking for.,Low,20/05/2025,0.75,Positive
138,245730,Technical,API documentation is inconsistent with the actual endpoints.,Low,22/05/2025,-0.75,Negative
139,698716,Account,Requesting a copy of the latest SOC2 Type II report.,Low,27/04/2025,0.0,Neutral
139,522976,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,28/05/2025,-0.4118,Negative
139,788434,Account,The dashboard is beautiful and very intuitive for our executives.,Low,11/01/2025,0.5994,Positive
139,143656,Account,Higher ROI than the previous vendor we used. Great value.,Low,01/04/2025,0.7579,Positive
139,384756,Technical,API documentation is inconsistent with the actual endpoints.,Low,29/01/2025,-0.75,Negative
139,287015,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,21/01/2025,-0.4576,Negative
140,502193,Technical,API documentation is inconsistent with the actual endpoints.,Low,30/04/2025,-0.75,Negative
140,373754,Account,Security audit failed due to your outdated SSO implementation.,Low,17/03/2025,-0.2263,Negative
140,894829,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,06/03/2025,-0.4215,Negative
140,886751,Account,The latest feature release is exactly what we were looking for.,Low,12/01/2025,0.75,Positive
140,823292,Account,Super fast load times even with our massive database.,Low,12/05/2025,0.5994,Positive
140,680873,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,13/02/2025,-0.75,Negative
141,219223,Account,Updating our billing address who should I send this to?,Low,29/05/2025,0.0,Neutral
141,460000,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,12/01/2025,-0.75,Negative
141,644535,Account,Higher ROI than the previous vendor we used. Great value.,Low,21/03/2025,0.7579,Positive
142,988991,Account,How do I reset the password for a sub-user?,Low,25/05/2025,0.0,Neutral
142,142660,Account,The dashboard is beautiful and very intuitive for our executives.,Low,22/01/2025,0.5994,Positive
143,340857,Technical,Is there a limit on the number of API calls per minute?,Low,05/04/2025,0.0,Neutral
143,545593,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,25/03/2025,-0.4576,Negative
143,533767,Account,The new automated workflow saved our team 10 hours this week!,Low,15/04/2025,0.4753,Positive
143,222425,Account,Our procurement department is questioning the ROI of this contract.,Low,21/02/2025,-0.1027,Negative
144,878278,Technical,Integration with Slack was seamless. Love the notifications.,Low,24/03/2025,0.6369,Positive
144,644315,Account,Updating our billing address who should I send this to?,Low,23/05/2025,0.0,Neutral
144,148770,Account,"Major regression found in the latest deployment, reporting is broken.",High,02/02/2025,-0.4767,Negative
144,820265,Technical,API documentation is inconsistent with the actual endpoints.,Low,21/01/2025,-0.75,Negative
145,154715,Technical,Best-in-class API documentation. We got up and running in a day.,Low,06/03/2025,0.75,Positive
145,471788,Account,The mobile app is crashing on startup after the iOS update.,Low,25/04/2025,-0.75,Negative
145,489592,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,01/03/2025,-0.4118,Negative
145,575355,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,22/02/2025,-0.4576,Negative
145,915960,Account,"Major regression found in the latest deployment, reporting is broken.",High,16/03/2025,-0.4767,Negative
145,767387,Technical,API documentation is inconsistent with the actual endpoints.,Low,10/04/2025,-0.75,Negative
145,789917,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,23/02/2025,-0.75,Negative
146,725928,Account,Quick question about the upcoming webinar schedule.,Low,25/02/2025,0.0,Neutral
146,407821,Account,The custom reporting tool is a game changer for our QBRs.,Low,03/02/2025,0.75,Positive
147,933363,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,07/04/2025,-0.75,Negative
147,426271,Technical,API documentation is inconsistent with the actual endpoints.,Low,03/05/2025,-0.75,Negative
147,974924,Account,"Major regression found in the latest deployment, reporting is broken.",High,10/03/2025,-0.4767,Negative
147,664065,Account,Super fast load times even with our massive database.,Low,07/02/2025,0.5994,Positive
148,323930,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,16/03/2025,-0.75,Negative
148,955216,Account,Requesting a copy of the latest SOC2 Type II report.,Low,06/03/2025,0.0,Neutral
149,927918,Account,The dashboard is beautiful and very intuitive for our executives.,Low,11/02/2025,0.5994,Positive
150,151572,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,10/04/2025,-0.4576,Negative
150,190259,Account,The latest feature release is exactly what we were looking for.,Low,01/02/2025,0.75,Positive
150,540795,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,13/01/2025,-0.4118,Negative
150,994859,Technical,API documentation is inconsistent with the actual endpoints.,Low,18/01/2025,-0.75,Negative
151,424159,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,01/05/2025,-0.75,Negative
151,709768,Technical,API documentation is inconsistent with the actual endpoints.,Low,11/04/2025,-0.75,Negative
151,362978,Account,Updating our billing address who should I send this to?,Low,07/02/2025,0.0,Neutral
151,715321,Account,Incredible response time from the technical support team.,Low,03/01/2025,0.4019,Positive
152,129086,Technical,API documentation is inconsistent with the actual endpoints.,Low,01/05/2025,-0.75,Negative
153,264030,Account,Updating our billing address who should I send this to?,Low,26/03/2025,0.0,Neutral
154,644810,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,27/02/2025,-0.4118,Negative
154,982234,Technical,Integration with Slack was seamless. Love the notifications.,Low,28/05/2025,0.6369,Positive
155,430326,Account,Updating our billing address who should I send this to?,Low,11/02/2025,0.0,Neutral
155,293188,Account,The mobile app is crashing on startup after the iOS update.,Low,31/01/2025,-0.75,Negative
155,490582,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,12/01/2025,-0.75,Negative
156,300245,Account,How do I reset the password for a sub-user?,Low,16/03/2025,0.0,Neutral
156,107769,Account,The dashboard is beautiful and very intuitive for our executives.,Low,07/02/2025,0.5994,Positive
156,503179,Account,Quick question about the upcoming webinar schedule.,Low,18/03/2025,0.0,Neutral
157,723083,Account,Higher ROI than the previous vendor we used. Great value.,Low,31/05/2025,0.7579,Positive
158,316115,Account,Our procurement department is questioning the ROI of this contract.,Low,20/05/2025,-0.1027,Negative
158,488348,Account,Higher ROI than the previous vendor we used. Great value.,Low,10/03/2025,0.7579,Positive
158,356596,Account,Requesting a copy of the latest SOC2 Type II report.,Low,04/05/2025,0.0,Neutral
158,334193,Account,The latest feature release is exactly what we were looking for.,Low,06/03/2025,0.75,Positive
159,508980,Technical,Integration with Slack was seamless. Love the notifications.,Low,27/05/2025,0.6369,Positive
160,290510,Account,Super fast load times even with our massive database.,Low,18/05/2025,0.5994,Positive
160,506208,Account,The custom reporting tool is a game changer for our QBRs.,Low,23/04/2025,0.75,Positive
161,721409,Account,Really appreciate the proactive check-in from our Success Manager.,Low,28/05/2025,0.8676,Positive
161,574576,Account,The dashboard is beautiful and very intuitive for our executives.,Low,15/02/2025,0.5994,Positive
161,889488,Technical,Best-in-class API documentation. We got up and running in a day.,Low,27/03/2025,0.75,Positive
161,826588,Technical,Is there a limit on the number of API calls per minute?,Low,12/05/2025,0.0,Neutral
162,620689,Technical,Best-in-class API documentation. We got up and running in a day.,Low,30/01/2025,0.75,Positive
162,362631,Account,Higher ROI than the previous vendor we used. Great value.,Low,13/03/2025,0.7579,Positive
162,886818,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,22/02/2025,-0.75,Negative
163,360169,Account,Super fast load times even with our massive database.,Low,16/01/2025,0.5994,Positive
163,516803,Account,"Major regression found in the latest deployment, reporting is broken.",High,09/02/2025,-0.4767,Negative
163,884504,Account,Does the current plan support multi-factor authentication?,Low,26/04/2025,0.0,Neutral
164,734106,Technical,API documentation is inconsistent with the actual endpoints.,Low,08/01/2025,-0.75,Negative
164,937814,Account,The mobile app is crashing on startup after the iOS update.,Low,24/01/2025,-0.75,Negative
164,195856,Account,The latest feature release is exactly what we were looking for.,Low,18/02/2025,0.75,Positive
165,346082,Account,The custom reporting tool is a game changer for our QBRs.,Low,01/03/2025,0.75,Positive
166,304383,Technical,API documentation is inconsistent with the actual endpoints.,Low,06/03/2025,-0.75,Negative
166,835608,Account,Really appreciate the proactive check-in from our Success Manager.,Low,10/02/2025,0.8676,Positive
167,168134,Account,Security audit failed due to your outdated SSO implementation.,Low,20/02/2025,-0.2263,Negative
167,901908,Account,The latest feature release is exactly what we were looking for.,Low,06/05/2025,0.75,Positive
167,935922,Account,"Major regression found in the latest deployment, reporting is broken.",High,25/05/2025,-0.4767,Negative
168,185672,Account,The latest feature release is exactly what we were looking for.,Low,11/01/2025,0.75,Positive
168,190931,Account,Incredible response time from the technical support team.,Low,23/01/2025,0.4019,Positive
169,506166,Account,The dashboard is beautiful and very intuitive for our executives.,Low,09/04/2025,0.5994,Positive
169,933806,Account,The latest feature release is exactly what we were looking for.,Low,01/03/2025,0.75,Positive
169,384462,Account,How do I reset the password for a sub-user?,Low,01/04/2025,0.0,Neutral
169,162297,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,29/04/2025,-0.4576,Negative
169,470806,Technical,API documentation is inconsistent with the actual endpoints.,Low,25/02/2025,-0.75,Negative
170,732379,Account,The mobile app is crashing on startup after the iOS update.,Low,18/01/2025,-0.75,Negative
171,833689,Technical,API documentation is inconsistent with the actual endpoints.,Low,04/04/2025,-0.75,Negative
171,974659,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,30/04/2025,-0.4576,Negative
171,410409,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,20/04/2025,-0.75,Negative
171,531510,Account,The mobile app is crashing on startup after the iOS update.,Low,10/04/2025,-0.75,Negative
171,503627,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,12/05/2025,-0.4118,Negative
171,585248,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,06/03/2025,-0.4215,Negative
172,171035,Technical,Best-in-class API documentation. We got up and running in a day.,Low,25/05/2025,0.75,Positive
172,386640,Account,Really appreciate the proactive check-in from our Success Manager.,Low,01/01/2025,0.8676,Positive
172,968786,Technical,Integration with Slack was seamless. Love the notifications.,Low,06/01/2025,0.6369,Positive
173,121902,Account,Updating our billing address who should I send this to?,Low,16/04/2025,0.0,Neutral
173,740715,Account,Our procurement department is questioning the ROI of this contract.,High,11/05/2025,-0.1027,Negative
173,552189,Account,The mobile app is crashing on startup after the iOS update.,Low,31/01/2025,-0.75,Negative
173,212130,Account,Incredible response time from the technical support team.,Low,29/03/2025,0.4019,Positive
173,893589,Account,Requesting a copy of the latest SOC2 Type II report.,Low,19/01/2025,0.0,Neutral
173,834748,Account,Super fast load times even with our massive database.,Low,27/01/2025,0.5994,Positive
174,835517,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,02/02/2025,-0.75,Negative
174,698552,Account,Security audit failed due to your outdated SSO implementation.,High,25/03/2025,-0.2263,Negative
174,622998,Account,The mobile app is crashing on startup after the iOS update.,Low,23/05/2025,-0.75,Negative
174,844455,Account,Incredible response time from the technical support team.,Low,29/04/2025,0.4019,Positive
174,469654,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,14/02/2025,-0.4215,Negative
174,949571,Account,Requesting a copy of the latest SOC2 Type II report.,Low,22/02/2025,0.0,Neutral
175,774375,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,26/03/2025,-0.75,Negative
175,590055,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,30/03/2025,-0.4118,Negative
175,293071,Account,How do I reset the password for a sub-user?,Low,27/05/2025,0.0,Neutral
175,244194,Account,"Major regression found in the latest deployment, reporting is broken.",High,15/04/2025,-0.4767,Negative
175,776868,Account,Does the current plan support multi-factor authentication?,Low,06/03/2025,0.0,Neutral
176,958343,Account,The new automated workflow saved our team 10 hours this week!,Low,08/01/2025,0.4753,Positive
177,467013,Account,Does the current plan support multi-factor authentication?,Low,28/03/2025,0.0,Neutral
177,798067,Technical,API documentation is inconsistent with the actual endpoints.,Low,28/01/2025,-0.75,Negative
178,420782,Account,Does the current plan support multi-factor authentication?,Low,16/02/2025,0.0,Neutral
178,629110,Account,How do I reset the password for a sub-user?,Low,08/03/2025,0.0,Neutral
178,371345,Account,Requesting a copy of the latest SOC2 Type II report.,Low,19/04/2025,0.0,Neutral
179,482028,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,25/03/2025,-0.75,Negative
179,319881,Account,The mobile app is crashing on startup after the iOS update.,Low,13/04/2025,-0.75,Negative
179,632165,Technical,API documentation is inconsistent with the actual endpoints.,Low,27/04/2025,-0.75,Negative
179,382539,Account,Quick question about the upcoming webinar schedule.,Low,27/03/2025,0.0,Neutral
179,752976,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,11/02/2025,-0.75,Negative
179,601428,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,18/04/2025,-0.4576,Negative
180,639601,Technical,Integration with Slack was seamless. Love the notifications.,Low,22/03/2025,0.6369,Positive
180,191842,Technical,API documentation is inconsistent with the actual endpoints.,Low,07/03/2025,-0.75,Negative
181,494373,Account,Super fast load times even with our massive database.,Low,04/03/2025,0.5994,Positive
182,355497,Account,Incredible response time from the technical support team.,Low,18/05/2025,0.4019,Positive
182,273180,Account,The dashboard is beautiful and very intuitive for our executives.,Low,07/02/2025,0.5994,Positive
182,540255,Account,Our procurement department is questioning the ROI of this contract.,Low,18/05/2025,-0.1027,Negative
182,145743,Account,Does the current plan support multi-factor authentication?,Low,28/04/2025,0.0,Neutral
183,223757,Technical,Is there a limit on the number of API calls per minute?,Low,10/01/2025,0.0,Neutral
184,614424,Account,The new automated workflow saved our team 10 hours this week!,Low,02/03/2025,0.4753,Positive
184,108445,Account,Requesting a copy of the latest SOC2 Type II report.,Low,07/04/2025,0.0,Neutral
184,749646,Account,The custom reporting tool is a game changer for our QBRs.,Low,09/05/2025,0.75,Positive
185,980896,Account,Our procurement department is questioning the ROI of this contract.,High,10/01/2025,-0.1027,Negative
185,884263,Account,The mobile app is crashing on startup after the iOS update.,Low,01/02/2025,-0.75,Negative
185,343987,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,03/01/2025,-0.4576,Negative
185,133632,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,21/02/2025,-0.4118,Negative
185,268506,Account,The dashboard is beautiful and very intuitive for our executives.,Low,12/01/2025,0.5994,Positive
185,975869,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,15/04/2025,-0.75,Negative
186,450001,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,24/01/2025,-0.4215,Negative
186,689889,Account,Requesting a copy of the latest SOC2 Type II report.,Low,28/03/2025,0.0,Neutral
187,335018,Account,How do I reset the password for a sub-user?,Low,15/03/2025,0.0,Neutral
188,781046,Account,The custom reporting tool is a game changer for our QBRs.,Low,25/04/2025,0.75,Positive
188,708616,Account,"Major regression found in the latest deployment, reporting is broken.",High,10/01/2025,-0.4767,Negative
188,130152,Account,Really appreciate the proactive check-in from our Success Manager.,Low,21/05/2025,0.8676,Positive
188,840782,Account,Updating our billing address who should I send this to?,Low,16/05/2025,0.0,Neutral
189,356343,Account,Higher ROI than the previous vendor we used. Great value.,Low,20/03/2025,0.7579,Positive
190,966023,Technical,Is there a limit on the number of API calls per minute?,Low,27/04/2025,0.0,Neutral
190,911851,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,24/05/2025,-0.4215,Negative
190,680907,Technical,Best-in-class API documentation. We got up and running in a day.,Low,09/05/2025,0.75,Positive
190,313086,Account,Super fast load times even with our massive database.,Low,26/03/2025,0.5994,Positive
191,715142,Account,Incredible response time from the technical support team.,Low,21/04/2025,0.4019,Positive
191,740452,Account,How do I reset the password for a sub-user?,Low,10/01/2025,0.0,Neutral
191,309297,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,26/02/2025,-0.4215,Negative
191,206108,Account,"Major regression found in the latest deployment, reporting is broken.",High,24/02/2025,-0.4767,Negative
191,126337,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,22/03/2025,-0.4118,Negative
192,763874,Account,Requesting a copy of the latest SOC2 Type II report.,Low,04/02/2025,0.0,Neutral
192,962514,Account,Super fast load times even with our massive database.,Low,04/03/2025,0.5994,Positive
193,700056,Technical,Integration with Slack was seamless. Love the notifications.,Low,12/05/2025,0.6369,Positive
193,303950,Account,Our procurement department is questioning the ROI of this contract.,High,23/01/2025,-0.1027,Negative
193,578024,Account,Security audit failed due to your outdated SSO implementation.,High,26/04/2025,-0.2263,Negative
193,966478,Account,"Major regression found in the latest deployment, reporting is broken.",High,28/05/2025,-0.4767,Negative
194,311302,Account,Our procurement department is questioning the ROI of this contract.,Low,21/02/2025,-0.1027,Negative
194,743862,Account,Incredible response time from the technical support team.,Low,17/03/2025,0.4019,Positive
195,584644,Account,Requesting a copy of the latest SOC2 Type II report.,Low,15/04/2025,0.0,Neutral
195,627841,Technical,Best-in-class API documentation. We got up and running in a day.,Low,24/05/2025,0.75,Positive
196,674811,Account,Really appreciate the proactive check-in from our Success Manager.,Low,30/05/2025,0.8676,Positive
196,857191,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,17/02/2025,-0.4215,Negative
196,776879,Account,The dashboard is beautiful and very intuitive for our executives.,Low,10/04/2025,0.5994,Positive
196,233288,Account,The latest feature release is exactly what we were looking for.,Low,15/05/2025,0.75,Positive
197,329063,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,12/02/2025,-0.75,Negative
197,219601,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,14/04/2025,-0.4118,Negative
197,759124,Account,"Major regression found in the latest deployment, reporting is broken.",High,06/04/2025,-0.4767,Negative
197,616990,Account,Too many clicks to reach the main dashboard. UX is frustrating.,High,27/02/2025,-0.4215,Negative
197,755951,Account,Security audit failed due to your outdated SSO implementation.,High,22/02/2025,-0.2263,Negative
197,252665,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,21/05/2025,-0.4576,Negative
198,988077,Account,UI is extremely sluggish when loading large datasets. Unusable for our team.,High,09/05/2025,-0.4576,Negative
198,513410,Account,Security audit failed due to your outdated SSO implementation.,High,11/02/2025,-0.2263,Negative
198,823675,Technical,The Salesforce integration is dropping leads; this is costing us revenue.,Low,05/03/2025,-0.75,Negative
198,897744,Account,Bulk export to CSV keeps timing out for our Enterprise account.,Low,19/05/2025,-0.75,Negative
198,358147,Account,Pricing has increased 20% but we haven't seen any new features in months.,High,28/03/2025,-0.4118,Negative
198,562731,Technical,Integration with Slack was seamless. Love the notifications.,Low,04/02/2025,0.6369,Positive
